circuit_depth,num_gates,num_qubits,entanglement,circuit_type,noise_level,gate_density,two_qubit_ratio,strategy,none_accuracy,zne_accuracy,mem_accuracy,cdr_accuracy,best_accuracy
3,5,7,cx,random,heavy,0.23809523809523808,0.4,mem,0.8925693336175441,0.9925693336175441,0.95,0.92,0.95
4,6,5,cz,random,light,0.3,0.5,zne,0.7710773621712598,0.8710773621712598,0.8710773621712598,0.8410773621712597,0.8710773621712598
6,6,2,cz,random,heavy,0.5,0.8333333333333334,zne,0.6437593446729462,0.7437593446729461,0.7137593446729462,0.6937593446729462,0.7437593446729461
3,3,2,swap,random,heavy,0.5,0.3333333333333333,none,0.8411591478792195,0.9411591478792195,0.9111591478792196,0.8711591478792196,0.8411591478792195
7,8,2,cz,random,heavy,0.5714285714285714,0.375,zne,0.3,0.4,0.37,0.32999999999999996,0.4
4,9,8,swap,random,heavy,0.28125,0.4444444444444444,mem,0.6600862478120526,0.7600862478120526,0.7900862478120526,0.7167529144787192,0.7900862478120526
8,10,3,swap,random,heavy,0.4166666666666667,0.6,zne,0.5440205123764794,0.6440205123764794,0.6240205123764794,0.5980205123764795,0.6440205123764794
2,2,5,cx,random,light,0.2,0.5,zne,0.9748359872959669,1.074835987295967,0.95,0.92,1.074835987295967
5,7,7,cz,random,heavy,0.2,0.7142857142857143,mem,0.8155025408829144,0.9155025408829144,0.9355025408829144,0.8626453980257716,0.9355025408829144
9,12,3,cx,random,heavy,0.4444444444444444,0.5833333333333334,zne,0.5820154462343776,0.6820154462343776,0.6620154462343776,0.6620154462343776,0.6820154462343776
4,6,5,cx,random,heavy,0.3,0.5,zne,0.658549313608686,0.7585493136086859,0.7585493136086859,0.7285493136086859,0.7585493136086859
3,6,5,swap,random,heavy,0.4,0.3333333333333333,zne,0.7300433585860037,0.8300433585860036,0.8300433585860036,0.7800433585860037,0.8300433585860036
4,6,6,swap,random,light,0.25,0.3333333333333333,zne,0.9624195286315024,1.0624195286315024,0.95,0.92,1.0624195286315024
5,8,3,cx,random,heavy,0.5333333333333333,0.375,zne,0.5610950878435985,0.6610950878435985,0.6410950878435985,0.6060950878435986,0.6610950878435985
5,9,8,swap,random,light,0.225,0.4444444444444444,mem,0.8390440591654071,0.9390440591654071,0.95,0.8690440591654072,0.95
5,6,3,cz,random,light,0.4,0.6666666666666666,none,0.9277946684013627,1.0277946684013628,0.95,0.92,0.9277946684013627
13,14,2,cx,random,heavy,0.5384615384615384,0.42857142857142855,zne,0.3,0.4,0.37,0.3557142857142857,0.4
8,11,4,cz,random,heavy,0.34375,0.5454545454545454,zne,0.3,0.4,0.39,0.3409090909090909,0.4
2,4,6,cz,random,heavy,0.3333333333333333,0.25,mem,0.775537773100265,0.8755377731002649,0.8855377731002649,0.8355377731002649,0.8855377731002649
3,4,8,cz,random,light,0.16666666666666666,0.25,mem,0.8649475576531334,0.9649475576531333,0.95,0.8949475576531334,0.95
5,7,4,cx,random,medium,0.35,0.5714285714285714,zne,0.6123880078338684,0.7123880078338684,0.7023880078338683,0.6595308649767255,0.7123880078338684
3,5,5,cz,random,heavy,0.3333333333333333,0.2,zne,0.5482917183711941,0.648291718371194,0.648291718371194,0.6022917183711941,0.648291718371194
4,5,7,swap,random,heavy,0.17857142857142858,0.6,mem,0.7738500552604561,0.8738500552604561,0.8938500552604561,0.8278500552604562,0.8938500552604561
14,14,2,swap,random,heavy,0.5,0.5714285714285714,zne,0.3,0.4,0.37,0.3557142857142857,0.4
2,6,8,swap,random,heavy,0.375,0.0,mem,0.7386105787683559,0.8386105787683559,0.8686105787683559,0.7686105787683559,0.8686105787683559
3,6,6,swap,random,heavy,0.3333333333333333,0.3333333333333333,mem,0.7501452179587796,0.8501452179587796,0.8601452179587796,0.8001452179587797,0.8601452179587796
3,4,5,swap,random,light,0.26666666666666666,0.5,zne,0.8841123091909118,0.9841123091909117,0.95,0.92,0.9841123091909117
3,3,5,swap,random,heavy,0.2,0.3333333333333333,zne,0.9364448601203302,1.0364448601203302,0.95,0.92,1.0364448601203302
2,3,3,swap,random,light,0.5,0.3333333333333333,none,0.9771926210397153,1.0771926210397154,0.95,0.92,0.9771926210397153
3,4,6,cz,random,heavy,0.2222222222222222,0.5,mem,0.8320792767018199,0.9320792767018199,0.9420792767018199,0.8620792767018199,0.9420792767018199
4,9,7,cz,random,light,0.32142857142857145,0.2222222222222222,mem,0.7099061323282717,0.8099061323282717,0.8299061323282717,0.7399061323282717,0.8299061323282717
3,3,7,cx,random,medium,0.14285714285714285,0.6666666666666666,zne,0.9598527426999033,1.0598527426999034,0.95,0.92,1.0598527426999034
3,6,7,cx,random,heavy,0.2857142857142857,0.3333333333333333,zne,0.9065745223798388,1.0065745223798388,0.95,0.92,1.0065745223798388
2,2,6,swap,random,light,0.16666666666666666,0.0,mem,0.8334658990417374,0.9334658990417374,0.9434658990417374,0.8634658990417374,0.9434658990417374
3,8,8,cx,random,heavy,0.3333333333333333,0.25,mem,0.8005444655113574,0.9005444655113574,0.9305444655113574,0.8305444655113574,0.9305444655113574
3,3,7,cx,random,medium,0.14285714285714285,0.3333333333333333,zne,0.9799608382265184,1.0799608382265184,0.95,0.92,1.0799608382265184
5,11,7,swap,random,light,0.3142857142857143,0.6363636363636364,mem,0.7744853166164847,0.8744853166164847,0.8944853166164847,0.8153944075255756,0.8944853166164847
3,6,6,cz,random,light,0.3333333333333333,0.5,mem,0.8064211296757839,0.9064211296757839,0.9164211296757839,0.836421129675784,0.9164211296757839
5,12,6,cz,random,medium,0.4,0.4166666666666667,mem,0.7410235351942676,0.8410235351942675,0.8510235351942675,0.7710235351942676,0.8510235351942675
4,5,3,cx,random,heavy,0.4166666666666667,0.4,zne,0.3,0.4,0.38,0.354,0.4
8,9,3,cx,random,medium,0.375,0.4444444444444444,zne,0.8950567070424628,0.9950567070424627,0.95,0.92,0.9950567070424627
4,7,7,cz,random,medium,0.25,0.42857142857142855,mem,0.6798834102748113,0.7798834102748112,0.7998834102748112,0.7270262674176684,0.7998834102748112
4,4,3,cz,random,medium,0.3333333333333333,0.5,none,0.8498008340478863,0.9498008340478863,0.9298008340478863,0.9098008340478863,0.8498008340478863
6,11,4,cx,random,medium,0.4583333333333333,0.36363636363636365,zne,0.8524228235343451,0.952422823534345,0.942422823534345,0.9042410053525269,0.952422823534345
5,6,3,cz,random,heavy,0.4,0.16666666666666666,zne,0.5818586300493784,0.6818586300493784,0.6618586300493784,0.6118586300493785,0.6818586300493784
7,8,2,cz,random,light,0.5714285714285714,0.375,zne,0.44561451075243397,0.545614510752434,0.5156145107524339,0.49061451075243395,0.545614510752434
5,6,3,cx,random,medium,0.4,0.3333333333333333,zne,0.5965908341361825,0.6965908341361825,0.6765908341361825,0.6265908341361826,0.6965908341361825
3,4,7,cx,random,heavy,0.19047619047619047,0.75,mem,0.8778884486136829,0.9778884486136828,0.95,0.92,0.95
4,7,8,swap,random,light,0.21875,0.2857142857142857,mem,0.8239012580535985,0.9239012580535985,0.95,0.8710441151964556,0.95
3,4,8,cz,random,light,0.16666666666666666,0.5,zne,0.98423758519222,1.0842375851922201,0.95,0.92,1.0842375851922201
4,4,7,cz,random,medium,0.14285714285714285,0.75,zne,0.9397319720334623,1.0397319720334623,0.95,0.92,1.0397319720334623
5,8,5,cx,random,medium,0.32,0.75,zne,0.676407776979378,0.776407776979378,0.776407776979378,0.7214077769793781,0.776407776979378
4,6,6,cx,random,heavy,0.25,0.5,mem,0.7380753824270645,0.8380753824270645,0.8480753824270645,0.7880753824270645,0.8480753824270645
6,8,5,swap,random,light,0.26666666666666666,0.5,zne,0.9375133823548714,1.0375133823548714,0.95,0.92,1.0375133823548714
11,12,2,cx,random,light,0.5454545454545454,0.5833333333333334,zne,0.45121813853938375,0.5512181385393837,0.5212181385393837,0.5012181385393838,0.5512181385393837
7,11,7,cz,random,medium,0.22448979591836735,0.45454545454545453,mem,0.5340318169423169,0.6340318169423169,0.6540318169423169,0.564031816942317,0.6540318169423169
5,6,3,swap,random,light,0.4,0.3333333333333333,none,0.950218858146271,1.050218858146271,0.95,0.92,0.950218858146271
8,9,2,cx,random,medium,0.5625,0.4444444444444444,zne,0.7893623497467517,0.8893623497467517,0.8593623497467517,0.8460290164134183,0.8893623497467517
5,12,7,cz,random,medium,0.34285714285714286,0.25,mem,0.8287610537785411,0.9287610537785411,0.9487610537785411,0.8787610537785412,0.9487610537785411
3,3,2,swap,random,heavy,0.5,0.6666666666666666,none,0.7900034986071167,0.8900034986071167,0.8600034986071168,0.8600034986071167,0.7900034986071167
7,9,3,cz,random,light,0.42857142857142855,0.5555555555555556,zne,0.6558234807499816,0.7558234807499816,0.7358234807499816,0.6858234807499817,0.7558234807499816
7,9,4,cx,random,light,0.32142857142857145,0.5555555555555556,zne,0.9464143900511258,1.0464143900511258,0.95,0.92,1.0464143900511258
4,8,7,cx,random,medium,0.2857142857142857,0.5,mem,0.775012140683776,0.875012140683776,0.895012140683776,0.850012140683776,0.895012140683776
5,6,2,cx,random,light,0.6,0.3333333333333333,none,0.9260496434458187,1.0260496434458188,0.95,0.92,0.9260496434458187
7,7,2,cx,random,light,0.5,0.2857142857142857,zne,0.3,0.4,0.37,0.34714285714285714,0.4
5,5,2,swap,random,medium,0.5,0.6,zne,0.47000468515387117,0.5700046851538711,0.5400046851538711,0.5240046851538712,0.5700046851538711
4,6,5,swap,random,heavy,0.3,0.3333333333333333,zne,0.6950224118067391,0.795022411806739,0.795022411806739,0.7250224118067391,0.795022411806739
4,8,7,cx,random,medium,0.2857142857142857,0.5,mem,0.7839901493371861,0.8839901493371861,0.9039901493371861,0.8439901493371862,0.9039901493371861
7,10,6,cx,random,heavy,0.23809523809523808,0.7,mem,0.7209334387256452,0.8209334387256452,0.8309334387256452,0.7629334387256452,0.8309334387256452
5,6,5,swap,random,light,0.24,0.5,zne,0.9263660158446548,1.0263660158446548,0.95,0.92,1.0263660158446548
8,10,4,cz,random,medium,0.3125,0.5,zne,0.44251429757621863,0.5425142975762186,0.5325142975762186,0.4965142975762186,0.5425142975762186
6,9,3,cx,random,medium,0.5,0.4444444444444444,zne,0.9117425027491245,1.0117425027491245,0.95,0.92,1.0117425027491245
11,13,2,cz,random,medium,0.5909090909090909,0.46153846153846156,zne,0.6537549998545468,0.7537549998545467,0.7237549998545467,0.692985769085316,0.7537549998545467
6,7,2,cz,random,medium,0.5833333333333334,0.42857142857142855,zne,0.5863318951363325,0.6863318951363325,0.6563318951363326,0.6506176094220468,0.6863318951363325
9,11,4,cx,random,light,0.3055555555555556,0.45454545454545453,zne,0.715852442825164,0.815852442825164,0.805852442825164,0.7567615337342549,0.815852442825164
4,6,7,cx,random,light,0.21428571428571427,0.6666666666666666,zne,0.9055412143821936,1.0055412143821936,0.95,0.92,1.0055412143821936
2,3,4,cx,random,medium,0.375,0.3333333333333333,zne,0.7237227859045605,0.8237227859045605,0.8137227859045605,0.7937227859045605,0.8237227859045605
9,11,2,cz,random,heavy,0.6111111111111112,0.09090909090909091,zne,0.49224161770697583,0.5922416177069758,0.5622416177069758,0.5222416177069759,0.5922416177069758
5,5,2,cz,random,medium,0.5,0.4,none,0.67147248317328,0.77147248317328,0.74147248317328,0.7254724831732801,0.67147248317328
2,2,7,swap,random,light,0.14285714285714285,0.0,mem,0.8574512038984119,0.9574512038984119,0.95,0.8874512038984119,0.95
4,9,8,swap,random,light,0.28125,0.3333333333333333,mem,0.8507418151909305,0.9507418151909305,0.95,0.8940751485242638,0.95
7,10,4,cz,random,medium,0.35714285714285715,0.7,zne,0.6289042413145652,0.7289042413145652,0.7189042413145652,0.6829042413145653,0.7289042413145652
6,10,8,swap,random,light,0.20833333333333334,0.7,mem,0.8359125757853015,0.9359125757853015,0.95,0.8899125757853016,0.95
3,6,8,cz,random,light,0.25,0.3333333333333333,zne,0.9051549329871486,1.0051549329871485,0.95,0.92,1.0051549329871485
9,9,2,cz,random,medium,0.5,0.2222222222222222,zne,0.4123938455482865,0.5123938455482865,0.4823938455482865,0.44239384554828654,0.5123938455482865
5,7,7,cx,random,medium,0.2,0.5714285714285714,mem,0.8145164072663438,0.9145164072663438,0.9345164072663438,0.8959449786949152,0.9345164072663438
3,4,8,cz,random,heavy,0.16666666666666666,0.75,zne,0.9046151953499162,1.0046151953499163,0.95,0.92,1.0046151953499163
4,5,7,swap,random,heavy,0.17857142857142858,0.4,zne,0.905869194024291,1.005869194024291,0.95,0.92,1.005869194024291
2,2,4,cx,random,medium,0.25,0.5,zne,0.9598631770238559,1.059863177023856,0.95,0.92,1.059863177023856
7,9,3,cx,random,heavy,0.42857142857142855,0.5555555555555556,zne,0.6966583879691688,0.7966583879691688,0.7766583879691688,0.7799917213025022,0.7966583879691688
3,6,5,swap,random,light,0.4,0.5,zne,0.820117137838892,0.9201171378388919,0.9201171378388919,0.870117137838892,0.9201171378388919
2,2,6,cx,random,medium,0.16666666666666666,0.5,zne,0.9834997186381913,1.0834997186381914,0.95,0.92,1.0834997186381914
5,6,5,cx,random,medium,0.24,0.6666666666666666,zne,0.7438035478184873,0.8438035478184873,0.8438035478184873,0.7938035478184874,0.8438035478184873
4,5,2,cx,random,heavy,0.625,0.4,zne,0.5792678104788905,0.6792678104788905,0.6492678104788905,0.6092678104788906,0.6792678104788905
2,2,6,cx,random,light,0.16666666666666666,0.5,zne,0.9885963105198576,1.0885963105198577,0.95,0.92,1.0885963105198577
5,8,6,cx,random,heavy,0.26666666666666666,0.625,mem,0.5649640882100944,0.6649640882100943,0.6749640882100943,0.6549640882100943,0.6749640882100943
3,3,4,swap,random,light,0.25,0.6666666666666666,zne,0.9642671556649096,1.0642671556649097,0.95,0.92,1.0642671556649097
9,13,3,swap,random,medium,0.48148148148148145,0.5384615384615384,zne,0.6826367127958726,0.7826367127958725,0.7626367127958725,0.731098251257411,0.7826367127958725
2,5,8,swap,random,medium,0.3125,0.4,zne,0.9586244562549979,1.058624456254998,0.95,0.92,1.058624456254998
4,4,6,swap,random,heavy,0.16666666666666666,0.75,mem,0.8697517874671624,0.9697517874671624,0.95,0.92,0.95
3,7,8,cz,random,light,0.2916666666666667,0.14285714285714285,mem,0.7366019089814306,0.8366019089814306,0.8666019089814306,0.7837447661242878,0.8666019089814306
5,8,7,cz,random,light,0.22857142857142856,0.375,zne,0.9150942601487368,1.015094260148737,0.95,0.92,1.015094260148737
6,7,3,swap,random,medium,0.3888888888888889,0.5714285714285714,zne,0.7052936882383745,0.8052936882383744,0.7852936882383744,0.7695794025240887,0.8052936882383744
9,17,3,CX,vqe,heavy,0.6296296296296297,0.23529411764705882,zne,0.3,0.4,0.38,0.35823529411764704,0.4
13,20,2,CX,vqe,light,0.7692307692307693,0.25,zne,0.3,0.4,0.37,0.36,0.4
14,38,5,CX,vqe,medium,0.5428571428571428,0.3157894736842105,zne,0.3,0.4,0.4,0.3678947368421053,0.4
11,29,5,CX,vqe,light,0.5272727272727272,0.27586206896551724,zne,0.3,0.4,0.4,0.36310344827586205,0.4
17,62,8,CX,vqe,heavy,0.45588235294117646,0.3387096774193548,mem,0.3,0.4,0.43,0.37064516129032254,0.43
17,51,6,CX,vqe,heavy,0.5,0.39215686274509803,mem,0.3,0.4,0.41,0.3770588235294118,0.41
18,29,2,CX,vqe,light,0.8055555555555556,0.20689655172413793,zne,0.40022852269576104,0.500228522695761,0.47022852269576104,0.4550561089026576,0.500228522695761
13,39,8,CX,vqe,light,0.375,0.358974358974359,mem,0.3,0.4,0.43,0.3730769230769231,0.43
29,131,8,CX,vqe,heavy,0.5646551724137931,0.32061068702290074,mem,0.3,0.4,0.43,0.3684732824427481,0.43
22,80,7,CX,vqe,medium,0.5194805194805194,0.375,mem,0.3,0.4,0.42,0.375,0.42
12,34,7,CX,vqe,heavy,0.40476190476190477,0.35294117647058826,mem,0.3,0.4,0.42,0.37235294117647055,0.42
28,114,7,CX,vqe,light,0.5816326530612245,0.3157894736842105,mem,0.3,0.4,0.42,0.3678947368421053,0.42
13,30,4,CX,vqe,light,0.5769230769230769,0.3,zne,0.3,0.4,0.39,0.366,0.4
11,29,5,CX,vqe,heavy,0.5272727272727272,0.27586206896551724,zne,0.3,0.4,0.4,0.36310344827586205,0.4
16,54,7,CX,vqe,heavy,0.48214285714285715,0.3333333333333333,mem,0.3,0.4,0.42,0.37,0.42
16,54,7,CX,vqe,heavy,0.48214285714285715,0.3333333333333333,mem,0.3,0.4,0.42,0.37,0.42
17,47,5,CX,vqe,medium,0.5529411764705883,0.3404255319148936,zne,0.3,0.4,0.4,0.3708510638297872,0.4
11,29,5,CX,vqe,medium,0.5272727272727272,0.27586206896551724,zne,0.3,0.4,0.4,0.36310344827586205,0.4
25,108,8,CX,vqe,light,0.54,0.32407407407407407,mem,0.3,0.4,0.43,0.3688888888888889,0.43
12,26,4,CX,vqe,medium,0.5416666666666666,0.34615384615384615,zne,0.3,0.4,0.39,0.37153846153846154,0.4
9,17,3,CX,vqe,medium,0.6296296296296297,0.23529411764705882,zne,0.344813850506562,0.44481385050656197,0.424813850506562,0.40304914462420904,0.44481385050656197
9,14,2,CX,vqe,medium,0.7777777777777778,0.21428571428571427,zne,0.3,0.4,0.37,0.3557142857142857,0.4
26,91,6,CX,vqe,heavy,0.5833333333333334,0.32967032967032966,mem,0.3,0.4,0.41,0.36956043956043955,0.41
30,139,8,CX,vqe,medium,0.5791666666666667,0.302158273381295,mem,0.3,0.4,0.43,0.36625899280575536,0.43
13,20,2,CX,vqe,heavy,0.7692307692307693,0.25,zne,0.3,0.4,0.37,0.36,0.4
10,16,3,CX,vqe,medium,0.5333333333333333,0.375,zne,0.3,0.4,0.38,0.375,0.4
14,24,3,CX,vqe,heavy,0.5714285714285714,0.3333333333333333,zne,0.3,0.4,0.38,0.37,0.4
14,38,5,CX,vqe,heavy,0.5428571428571428,0.3157894736842105,zne,0.3,0.4,0.4,0.3678947368421053,0.4
20,62,6,CX,vqe,medium,0.5166666666666667,0.4032258064516129,mem,0.3,0.4,0.41,0.3783870967741935,0.41
14,22,2,CX,vqe,light,0.7857142857142857,0.22727272727272727,zne,0.3,0.4,0.37,0.35727272727272724,0.4
20,77,8,CX,vqe,light,0.48125,0.36363636363636365,mem,0.3,0.4,0.43,0.37363636363636366,0.43
6,9,2,CX,vqe,heavy,0.75,0.2222222222222222,zne,0.3,0.4,0.37,0.35666666666666663,0.4
12,34,7,CX,vqe,heavy,0.40476190476190477,0.35294117647058826,mem,0.3,0.4,0.42,0.37235294117647055,0.42
12,26,4,CX,vqe,light,0.5416666666666666,0.34615384615384615,zne,0.3,0.4,0.39,0.37153846153846154,0.4
27,115,8,CX,vqe,medium,0.5324074074074074,0.3652173913043478,mem,0.3,0.4,0.43,0.37382608695652175,0.43
17,62,8,CX,vqe,medium,0.45588235294117646,0.3387096774193548,mem,0.3,0.4,0.43,0.37064516129032254,0.43
24,94,7,CX,vqe,light,0.5595238095238095,0.3191489361702128,mem,0.3,0.4,0.42,0.36829787234042555,0.42
23,80,6,CX,vqe,medium,0.5797101449275363,0.3125,mem,0.3,0.4,0.41,0.3675,0.41
12,22,3,CX,vqe,heavy,0.6111111111111112,0.2727272727272727,zne,0.3,0.4,0.38,0.3627272727272727,0.4
9,19,5,CX,vqe,light,0.4222222222222222,0.42105263157894735,zne,0.5321112889897511,0.6321112889897511,0.6321112889897511,0.6126376047792248,0.6321112889897511
17,27,2,CX,vqe,heavy,0.7941176470588235,0.2222222222222222,zne,0.3,0.4,0.37,0.35666666666666663,0.4
15,43,5,CX,vqe,medium,0.5733333333333334,0.27906976744186046,zne,0.3,0.4,0.4,0.3634883720930232,0.4
11,17,2,CX,vqe,light,0.7727272727272727,0.23529411764705882,zne,0.3,0.4,0.37,0.35823529411764704,0.4
16,25,2,CX,vqe,light,0.78125,0.24,zne,0.3,0.4,0.37,0.3588,0.4
27,115,8,CX,vqe,light,0.5324074074074074,0.3652173913043478,mem,0.3,0.4,0.43,0.37382608695652175,0.43
7,11,3,CX,vqe,light,0.5238095238095238,0.36363636363636365,zne,0.3,0.4,0.38,0.37363636363636366,0.4
24,79,6,CX,vqe,medium,0.5486111111111112,0.379746835443038,mem,0.3,0.4,0.41,0.37556962025316454,0.41
17,47,5,CX,vqe,heavy,0.5529411764705883,0.3404255319148936,zne,0.3,0.4,0.4,0.3708510638297872,0.4
6,9,2,CX,vqe,light,0.75,0.2222222222222222,zne,0.5083013947688437,0.6083013947688437,0.5783013947688438,0.5649680614355104,0.6083013947688437
25,108,8,CX,vqe,light,0.54,0.32407407407407407,mem,0.3,0.4,0.43,0.3688888888888889,0.43
12,26,4,CX,vqe,heavy,0.5416666666666666,0.34615384615384615,zne,0.3,0.4,0.39,0.37153846153846154,0.4
19,67,7,CX,vqe,light,0.5037593984962406,0.3582089552238806,mem,0.3,0.4,0.42,0.37298507462686564,0.42
25,93,7,CX,vqe,light,0.5314285714285715,0.3870967741935484,mem,0.3,0.4,0.42,0.3764516129032258,0.42
13,20,2,CX,vqe,heavy,0.7692307692307693,0.25,zne,0.3,0.4,0.37,0.36,0.4
15,46,6,CX,vqe,medium,0.5111111111111111,0.32608695652173914,mem,0.3,0.4,0.41,0.36913043478260865,0.41
25,63,4,CX,vqe,medium,0.63,0.2857142857142857,zne,0.3,0.4,0.39,0.36428571428571427,0.4
14,40,6,CX,vqe,medium,0.47619047619047616,0.375,mem,0.3,0.4,0.41,0.375,0.41
22,80,7,CX,vqe,light,0.5194805194805194,0.375,mem,0.3,0.4,0.42,0.375,0.42
19,63,6,CX,vqe,light,0.5526315789473685,0.31746031746031744,mem,0.3,0.4,0.41,0.3680952380952381,0.41
21,73,7,CX,vqe,light,0.4965986394557823,0.410958904109589,mem,0.3,0.4,0.42,0.37931506849315066,0.42
19,51,5,CX,vqe,heavy,0.5368421052631579,0.39215686274509803,zne,0.3,0.4,0.4,0.3770588235294118,0.4
23,80,6,CX,vqe,light,0.5797101449275363,0.3125,mem,0.3,0.4,0.41,0.3675,0.41
9,17,3,CX,vqe,medium,0.6296296296296297,0.23529411764705882,zne,0.3492775986470025,0.44927759864700245,0.4292775986470025,0.4075128927646495,0.44927759864700245
8,14,3,CX,vqe,heavy,0.5833333333333334,0.2857142857142857,zne,0.3,0.4,0.38,0.36428571428571427,0.4
26,100,7,CX,vqe,heavy,0.5494505494505495,0.36,mem,0.3,0.4,0.42,0.3732,0.42
23,55,4,CX,vqe,light,0.5978260869565217,0.32727272727272727,zne,0.3,0.4,0.39,0.36927272727272725,0.4
17,47,5,CX,vqe,light,0.5529411764705883,0.3404255319148936,zne,0.3,0.4,0.4,0.3708510638297872,0.4
13,33,5,CX,vqe,light,0.5076923076923077,0.36363636363636365,zne,0.3,0.4,0.4,0.37363636363636366,0.4
24,70,5,CX,vqe,light,0.5833333333333334,0.34285714285714286,zne,0.3,0.4,0.4,0.3711428571428571,0.4
14,21,2,CX,vqe,light,0.75,0.2857142857142857,zne,0.3,0.4,0.37,0.36428571428571427,0.4
18,32,3,CX,vqe,light,0.5925925925925926,0.3125,zne,0.3234806801965634,0.4234806801965634,0.4034806801965634,0.3909806801965634,0.4234806801965634
11,29,6,CX,vqe,medium,0.4393939393939394,0.3448275862068966,mem,0.3889776156132124,0.4889776156132124,0.4989776156132124,0.46035692595804,0.4989776156132124
12,26,4,CX,vqe,medium,0.5416666666666666,0.34615384615384615,zne,0.3,0.4,0.39,0.37153846153846154,0.4
18,32,3,CX,vqe,heavy,0.5925925925925926,0.3125,zne,0.3,0.4,0.38,0.3675,0.4
9,19,4,CX,vqe,heavy,0.5277777777777778,0.3157894736842105,zne,0.35564456028503344,0.4556445602850334,0.44564456028503346,0.42353929712713867,0.4556445602850334
9,14,2,CX,vqe,heavy,0.7777777777777778,0.21428571428571427,zne,0.3,0.4,0.37,0.3557142857142857,0.4
27,107,7,CX,vqe,heavy,0.5661375661375662,0.3364485981308411,mem,0.3,0.4,0.42,0.37037383177570093,0.42
14,24,3,CX,vqe,light,0.5714285714285714,0.3333333333333333,zne,0.3,0.4,0.38,0.37,0.4
19,63,6,CX,vqe,heavy,0.5526315789473685,0.31746031746031744,mem,0.3,0.4,0.41,0.3680952380952381,0.41
23,43,3,CX,vqe,heavy,0.6231884057971014,0.27906976744186046,zne,0.3,0.4,0.38,0.3634883720930232,0.4
20,56,5,CX,vqe,medium,0.56,0.35714285714285715,zne,0.3,0.4,0.4,0.37285714285714283,0.4
20,56,5,CX,vqe,light,0.56,0.35714285714285715,zne,0.3,0.4,0.4,0.37285714285714283,0.4
15,47,7,CX,vqe,medium,0.44761904761904764,0.3829787234042553,mem,0.3248803044876921,0.4248803044876921,0.4448803044876921,0.40083775129620275,0.4448803044876921
9,19,4,CX,vqe,light,0.5277777777777778,0.3157894736842105,zne,0.3,0.4,0.39,0.3678947368421053,0.4
11,22,4,CX,vqe,light,0.5,0.4090909090909091,zne,0.4285880880641759,0.5285880880641759,0.5185880880641759,0.507678997155085,0.5285880880641759
13,41,7,CX,vqe,medium,0.45054945054945056,0.2926829268292683,mem,0.3,0.4,0.42,0.3651219512195122,0.42
17,47,5,CX,vqe,light,0.5529411764705883,0.3404255319148936,zne,0.3,0.4,0.4,0.3708510638297872,0.4
20,56,5,CX,vqe,heavy,0.56,0.35714285714285715,zne,0.3,0.4,0.4,0.37285714285714283,0.4
13,39,8,CX,vqe,light,0.375,0.358974358974359,mem,0.35507154429881005,0.45507154429881,0.48507154429881005,0.4281484673757331,0.48507154429881005
9,19,4,CX,vqe,medium,0.5277777777777778,0.3157894736842105,zne,0.31889842132497725,0.41889842132497723,0.4088984213249773,0.3867931581670825,0.41889842132497723
12,26,4,CX,vqe,light,0.5416666666666666,0.34615384615384615,zne,0.3,0.4,0.39,0.37153846153846154,0.4
13,33,5,CX,vqe,medium,0.5076923076923077,0.36363636363636365,zne,0.3,0.4,0.4,0.37363636363636366,0.4
23,92,8,CX,vqe,heavy,0.5,0.3804347826086957,mem,0.3,0.4,0.43,0.37565217391304345,0.43
16,26,3,CX,vqe,light,0.5416666666666666,0.38461538461538464,zne,0.3,0.4,0.38,0.37615384615384617,0.4
18,29,2,CX,vqe,light,0.8055555555555556,0.20689655172413793,zne,0.3,0.4,0.37,0.35482758620689653,0.4
14,40,6,CX,vqe,medium,0.47619047619047616,0.375,mem,0.3,0.4,0.41,0.375,0.41
26,91,6,CX,vqe,medium,0.5833333333333334,0.32967032967032966,mem,0.3,0.4,0.41,0.36956043956043955,0.41
5,7,2,CX,vqe,heavy,0.7,0.2857142857142857,zne,0.3,0.4,0.37,0.36428571428571427,0.4
15,27,3,CX,vqe,medium,0.6,0.2962962962962963,zne,0.3,0.4,0.38,0.3655555555555555,0.4
9,14,2,CX,vqe,light,0.7777777777777778,0.21428571428571427,zne,0.37047552153305197,0.47047552153305194,0.440475521533052,0.4261898072473377,0.47047552153305194
14,22,2,CX,vqe,heavy,0.7857142857142857,0.22727272727272727,zne,0.3,0.4,0.37,0.35727272727272724,0.4
15,46,8,CX,vqe,heavy,0.38333333333333336,0.45652173913043476,mem,0.3,0.4,0.43,0.3847826086956522,0.43
17,27,2,CX,vqe,heavy,0.7941176470588235,0.2222222222222222,zne,0.3,0.4,0.37,0.35666666666666663,0.4
5,7,2,CX,vqe,medium,0.7,0.2857142857142857,zne,0.3,0.4,0.37,0.36428571428571427,0.4
8,14,3,CX,vqe,medium,0.5833333333333334,0.2857142857142857,zne,0.37984705091645155,0.4798470509164515,0.45984705091645156,0.4441327652021658,0.4798470509164515
18,70,8,CX,vqe,light,0.4861111111111111,0.3,mem,0.3,0.4,0.43,0.366,0.43
12,18,2,CX,vqe,medium,0.75,0.2777777777777778,zne,0.3,0.4,0.37,0.3633333333333333,0.4
